method,method_group,variant,mae,rmse,r2,pearson,spearman,n_valid,n_train_global,n_train_used,n_test,fit_seconds,predict_seconds,total_seconds,param_min_samples,param_outlier_strategy,param_outlier_percentile,param_outlier_mad_k,param_outlier_dbscan_eps,param_outlier_dbscan_min_samples,param_outlier_min_keep,param_alpha,param_variogram_model,param_nlags,param_jitter_epsilon,param_k_neighbors,param_power,param_epsilon,param_length_scale,param_noise_level,param_normalize_y,param_max_train,param_random_state,param_scope,param_feature_set,param_model,param_n_estimators,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_fit_progress_every,param_predict_progress_every,repeat_id
4_ml_v1,4_ml,1,3.3699213183166252,4.739967651815088,0.799750236573372,0.8943375308404833,0.882233910560622,47783,111541,111541,47783,33.85235346199988,0.23858122000092408,34.09093468200081,20,none,99.0,4.0,0.0007,5.0,20,,,,,,,,,,,,42.0,global,global_poly,rf,600.0,,1.0,2.0,50.0,50.0,0
