method,method_group,variant,mae,rmse,r2,pearson,spearman,n_valid,n_train_global,n_train_used,n_test,fit_seconds,predict_seconds,total_seconds,param_scope,param_min_samples,param_feature_set,param_model,param_random_state,param_n_estimators,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_fit_progress_every,param_predict_progress_every,param_outlier_strategy,param_outlier_min_keep,repeat_id
4_ml_v1,4_ml,1,3.7391513045221783,4.996497568316537,0.7774884203778153,0.8821666110772125,0.8675091622860415,47783,111541,111541,47783,13.908285802000137,0.1330367339996883,14.041322535999825,global,20,global_poly,rf,42,300,20,3,2,100,200,none,20,0
