method,method_group,variant,mae,rmse,r2,pearson,spearman,n_valid,n_train_global,n_train_used,n_test,fit_seconds,predict_seconds,total_seconds,param_scope,param_min_samples,param_feature_set,param_model,param_use_gpu,param_random_state,param_n_estimators,param_learning_rate,param_max_depth,param_subsample,param_colsample_bytree,param_fit_progress_every,param_predict_progress_every,param_outlier_strategy,param_outlier_min_keep,repeat_id
4_ml_v1,4_ml,1,8.733988415289607,10.841701947113394,-0.04764991863477541,2.6983059823450087e-14,,47783,111541,111541,47783,0.31178837700008444,0.0009451930000068387,0.3127335700000913,global,20,global_strong,xgb,True,42,600,0.05,10,0.8,0.8,100,200,none,20,0
