method,method_group,variant,mae,rmse,r2,pearson,spearman,n_valid,n_train_global,n_train_used,n_test,fit_seconds,predict_seconds,total_seconds,param_min_samples,param_outlier_strategy,param_outlier_percentile,param_outlier_mad_k,param_outlier_dbscan_eps,param_outlier_dbscan_min_samples,param_outlier_min_keep,param_alpha,param_variogram_model,param_nlags,param_jitter_epsilon,param_k_neighbors,param_power,param_epsilon,param_length_scale,param_noise_level,param_normalize_y,param_max_train,param_random_state,param_scope,param_feature_set,param_model,param_n_estimators,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_fit_progress_every,param_predict_progress_every,repeat_id
1_alpha_shape_v1,1_alpha_shape,1,5.990057643362363,7.5738925194816975,0.4791295744627837,0.6924410953601139,0.6620237410799756,36992,111541,108889,47783,9.461225077000563,1.2480653660004464,10.70929044300101,4,percentile,98.0,3.5,0.0007,5.0,4,0.01,,,,,,,,,,,,,,,,,,,,,0
